Difficulty,Test Ori Question,Test Ori Final Answer
0.525,"Position vector:
\[ \vec{R} = 2000.0\hat{\imath} + 6000.0\hat{\jmath} + 10000.0\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 4.0\hat{\imath} + 1.5\hat{\jmath} + 1.0\hat{k} \, \text{km/s} \]

What is the orbit’s specific angular momentum? Provide the answer as a vector with units of km²/s.","\[ \vec{h} = -9000.0\hat{\imath} + 38000.0\hat{\jmath} + -21000.0\hat{k} \, \text{km}^2/\text{s} \]"
0.525,"Position vector:
\[ \vec{R} = 895.5\hat{\imath} + -823.0\hat{\jmath} + 6885.6\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = -3.69\hat{\imath} + -1.10\hat{\jmath} + 1.75\hat{k} \, \text{km/s} \]

What is the orbit’s semi-major axis? Provide your answer in kilometers (km).","The orbit’s semi-major axis is \( a = 4146.45 \, \text{km} \)."
0.525,"Position vector:
\[ \vec{R} = 821.07\hat{\imath} + -3053.67\hat{\jmath} + 6333.62\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 7.26\hat{\imath} + -1.63\hat{\jmath} + 1.71\hat{k} \, \text{km/s} \]

Given Earth's gravitational parameter \( \mu = 398600 \, \text{km}^3/\text{s}^2 \),

What is the orbit’s eccentricity? Provide the answer in decimal form.",The orbit’s eccentricity is **e = 0.4036** (dimensionless).
0.525,"Position vector:
\[ \vec{R} = -4765.25\hat{\imath} + 187.02\hat{\jmath} + 7302.67\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 4.17\hat{\imath} + 6.11\hat{\jmath} + 1.74\hat{k} \, \text{km/s} \]

What is the orbital inclination, \( i \)? Provide your answer in degrees.",The orbital inclination is i = 116.94 degrees.
0.525,"Position vector:
\[ \vec{R} = 5087.9\hat{\imath} + 2394.8\hat{\jmath} + 5363.0\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 2.1\hat{\imath} + 4.7\hat{\jmath} + 1.2\hat{k} \, \text{km/s} \]

What is the Right Ascension of the Ascending Node (RAAN), \( \Omega \)? Provide the answer in degrees.",256.04 degrees
0.525,"Position vector:
\[ \vec{R} = 0\hat{\imath} + 0\hat{\jmath} + 11410\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 4.39\hat{\imath} + 0\hat{\jmath} + 0\hat{k} \, \text{km/s} \]

Given the gravitational parameter
\[ \mu = 398600 \, \text{km}^3/\text{s}^2 \]

Determine the argument of perigee, $\omega$, in degrees.",The argument of perigee is $\omega = 270^\circ$.
0.525,"Position vector:
\[ \vec{R} = 14828.4\hat{\imath} + 0.0\hat{\jmath} + 0.0\hat{k} \, \text{km} \]

Velocity vector:
\[ \vec{V} = 0.00\hat{\imath} + 7.40\hat{\jmath} + 0.00\hat{k} \, \text{km/s} \]

What is the satellite’s true anomaly, \( \nu \)? Provide the answer in degrees.",The satellite’s true anomaly is \( \nu = 0.00^\circ \).
0.455,"An Earth-orbiting satellite has the following position and velocity vectors expressed in an Earth-centered inertial (ECI) frame:

\[
\vec{R} = 10000\hat{I} + 0\hat{J} + 0\hat{K} \, \text{km}
\]

\[
\vec{V} = 0\hat{I} + 3.531\hat{J} -3.531\hat{K} \, \text{km/s}
\]

1. Based on these vectors, where is the satellite currently located in its orbit?",The satellite is located on the Earth's equatorial plane at the **descending node** of its orbit.
0.525,"A satellite is observed at a point in space where its position and velocity vectors are:

\[
\vec{R} = 9332.59\hat{i} + -3138.04\hat{j} + -2150.40\hat{k} \; \text{km}
\]

\[
\vec{V} = 6.922\hat{i} + 4.402\hat{j} + 5.644\hat{k} \; \text{km/s}
\]

Determine the flight path angle at the satellite’s current position. Provide your answer in degrees.",The flight path angle is 22.655°.
0.525,"Given the spacecraft position and velocity vectors:

\[
\vec{R} = 13292\hat{I} + -2027\hat{J} + -4849\hat{K} \; \text{km}
\]

\[
\vec{V} = 4.449\hat{I} + 3.614\hat{J} + 0.188\hat{K} \; \text{km/s}
\]

Determine the orbit’s **specific angular momentum vector**.","\[
\vec{h} = 17143.21\hat{I} + -24072.097\hat{J} + 57055.411\hat{K} \; \text{km}^2/\text{s}
\]"
0.525,"Given the position and velocity vectors of a spacecraft in an Earth-centered inertial frame:

\[
\vec{R} = 9491.0\hat{I} + 0.0\hat{J} + 0.0\hat{K} \, \text{km}
\]

\[
\vec{V} = 0.000\hat{I} + 4.582\hat{J} + -4.582\hat{K} \, \text{km/s}
\]

Assuming Earth's gravitational parameter is
\( \mu = 398600.5 \, \text{km}^3/\text{s}^2 \),
determine the semi-major axis of the orbit. Provide your answer in kilometers.",The semi-major axis of the orbit is **9491.05 km**.
0.525,"An object is orbiting a central body with gravitational parameter $\mu = 398600.0\,\text{km}^3/\text{s}^2$.

The position and velocity vectors in an inertial reference frame are:

\[
\vec{R} = 9222.9\hat{I} + 0.0\hat{J} + 0.0\hat{K}\;\text{km}
\]

\[
\vec{V} = 0.000\hat{I} + 6.574\hat{J} + 0.000\hat{K}\;\text{km/s}
\]

Determine the eccentricity of the orbit.","The eccentricity of the orbit is:

\[
e = 0
\]"
0.525,"An object in space has the following position and velocity vectors:

\[
\vec{R} = 9570.0\hat{I} + 1739.1\hat{J} + -308.2\hat{K} \; \text{km}
\]

\[
\vec{V} = 1.303\hat{I} + 3.033\hat{J} + -4.516\hat{K} \; \text{km/s}
\]

Determine the inclination of the orbit. Express your answer in degrees.",The inclination of the orbit is 58.32 degrees.
0.455,"Given the position and velocity vectors of a spacecraft:

\[
\vec{R} = 13342.0\hat{I} + 4150.7\hat{J} + 3374.6\hat{K} \, \text{km}
\]

\[
\vec{V} = 4.948\hat{I} + 1.677\hat{J} + 5.004\hat{K} \, \text{km/s}
\]

Determine the magnitude of the orbital angular momentum \(h = |\vec{R} \times \vec{V}|\). Express your answer in units of km²/s.",52322.76 km²/s
0.455,"Given the position and velocity vectors of a spacecraft:

\[
\vec{R} = 8588.6\hat{I} + 2291.0\hat{J} + 4341.8\hat{K}\, \text{km}
\]

\[
\vec{V} = -1.872\hat{I} + 1.515\hat{J} + 5.108\hat{K}\, \text{km/s}
\]

Calculate the cosine of the orbital inclination. Provide the cosine of the inclination as a decimal number.",0.314331
0.455,"Given the position and velocity vectors of a satellite in an Earth-centered inertial (ECI) frame:

\[
\vec{R} = 7523.357\hat{I} + -3977.196\hat{J} + 4239.395\hat{K} \, \text{km}
\]

\[
\vec{V} = 3.864\hat{I} + 7.243\hat{J} + 2.751\hat{K} \, \text{km/s}
\]

Determine the Right Ascension of the Ascending Node (RAAN) of the orbit. Provide the RAAN in degrees.",The Right Ascension of the Ascending Node (RAAN) is 275.918 degrees.
0.525,"Given the following position and velocity vectors of a spacecraft in an Earth-centered inertial frame:

\[
\vec{R} = -8468.1\hat{I} + 0.0\hat{J} + 0.0\hat{K} \; \text{km}
\]

\[
\vec{V} = 0.000\hat{I} + 5.849\hat{J} + 4.801\hat{K} \; \text{km/s}
\]

Assume the orbit is circular. Determine the **argument of latitude** of the orbit. Provide your answer in degrees.",The argument of latitude is **180°**.
0.525,"An Earth-orbiting satellite has the following position and velocity vectors:

\[
\vec{R} = 3598.3\hat{I} + 5965.6\hat{J} + 0.0\hat{K} \text{ km}
\]
\[
\vec{V} = 3.5\hat{I} + -2.5\hat{J} + 0.0\hat{K} \text{ km/s}
\]

Based on these vectors, where is the satellite currently located relative to Earth?","The satellite is located above the Earth's equator, moving in an equatorial orbit and lies somewhere along that orbit (such as at perigee, apogee, or in a circular path)."
0.525,"A satellite has the following position and velocity vectors:

\[
\vec{R} = -6769.8\hat{I} + 1062.3\hat{J} + -810.8\hat{K} \text{ km}
\]
\[
\vec{V} = 9.7\hat{I} + 6.8\hat{J} + -5.2\hat{K} \text{ km/s}
\]

Determine the flight path angle at the satellite’s current position. Provide your answer in degrees.",The flight path angle is \(\gamma = -37.623^\circ\).
0.525,"Given the spacecraft position and velocity vectors:

\[
\vec{R} = 5114\hat{I} + 5720\hat{J} + 5637\hat{K} \; \text{km}
\]
\[
\vec{V} = 0\hat{I} + 0\hat{J} + 2\hat{K} \; \text{km/s}
\]

Determine the orbit’s **specific angular momentum vector**.",\[\vec{h} = 11440\hat{I} + -10228\hat{J} + 0\hat{K} \; \text{km}^2/\text{s}\]
0.455,"Given the following position and velocity vectors of a spacecraft:

\[
\vec{R} = 4141.0\hat{I} + 3004.6\hat{J} + -1497.6\hat{K} \text{ km}
\]
\[
\vec{V} = 5.87\hat{I} + 5.01\hat{J} + -1.44\hat{K} \text{ km/s}
\]

Assuming the gravitational parameter is \(\mu = 398600.5 \text{ km}^3/\text{s}^2\), determine the semi-major axis of the orbit. Provide your answer in kilometers.",The semi-major axis of the orbit is **4531.86 km**.
0.525,"An object is in Earth orbit with the following position and velocity vectors:

\[
\vec{R} = 3593.4\hat{i} + -4695.2\hat{j} + 7438.4\hat{k} \; \text{km}
\]
\[
\vec{V} = 0.73\hat{i} + -7.02\hat{j} + 1.12\hat{k} \; \text{km/s}
\]

Assume the Earth's gravitational parameter is \(\mu = 398600\, \text{km}^3/\text{s}^2\).

Determine the eccentricity of the orbit. Provide the eccentricity as a decimal value.",The eccentricity of the orbit is e = 0.667.
0.455,"Given the position and velocity vectors of a satellite:

\[
\vec{R} = -4846.8\hat{I} + -3647.6\hat{J} + -6997.5\hat{K} \; \text{km}
\]
\[
\vec{V} = -4.8\hat{I} + -9.7\hat{J} + -6.4\hat{K} \; \text{km/s}
\]

Determine the inclination of the orbit. Provide your answer in degrees.",The inclination of the orbit is 56.35 degrees.
0.455,"An object is in orbit with the following position and velocity vectors:

\[
\vec{R} = -7000\hat{I} + 0\hat{J} + 0\hat{K} \text{ km}
\]
\[
\vec{V} = 0.0\hat{I} + -7.5\hat{J} + 0\hat{K} \text{ km/s}
\]

Assuming the orbit lies in the equatorial plane and the position vector points toward perigee, determine the longitude of perigee. Provide your answer in degrees.",The longitude of perigee is \(180^\circ\).
0.525,"An object is in an Earth-centered inertial reference frame.

The position and velocity vectors of the object are given by:

\[
\vec{R} = 7367.9\hat{I} + 0\hat{J} + 0\hat{K} \; \text{km}
\]
\[
\vec{V} = 0\hat{I} + 9.341\hat{J} + 0\hat{K} \; \text{km/s}
\]

The standard gravitational parameter is \( \mu = 398600.0 \; \text{km}^3/\text{s}^2 \).

Determine the true anomaly of the orbit at this position. Provide the true anomaly in degrees.",0°
0.455,"Given a radar tracking site with the following parameters:
- Latitude = 52.77 degrees
- Altitude above sea level = 282.6 meters
- Earth's equatorial radius = 6378.137 km
- Earth's eccentricity = 0.08182

How do you calculate the **x component** of the position vector $\vec{R}_{site}$ for the radar tracking site? Provide your answer in kilometers (km) rounded to two decimal places.",x ≈ 3867.25 km
0.35,"Given a radar tracking site with the following parameters:
- Latitude (L) = 33.73 degrees
- Altitude above sea level (H) = 2457.30 meters
- Local Sidereal Time (LST) = 233.39 degrees

Calculate the **z component** of the position vector $\vec{R}_{site}$ for the radar tracking site. Provide your answer in **kilometers (km)**, rounded to two decimal places.",3522.93 km
0.525,"A radar tracking site is located on the Earth with the following parameters:

- Geodetic latitude: -44.22°
- Altitude above mean sea level: 2161.0 m
- Local Sidereal Time (LST): 34.04°

Assuming a spherical Earth with radius 6378137 m, express the position vector $\vec{R}_{site}$ in an Earth-centered inertial (ECI) frame using its $x$, $y$, and $z$ components as functions of the Local Sidereal Time.","$\vec{R}_{site} = 4572287.4\cos(34.04^\circ)\,\hat{i} + 4572287.4\sin(34.04^\circ)\,\hat{j} + -4449987.7\,\hat{k}\ \text{m}$"
0.525,"Given a radar tracking site with the following parameters:
- Latitude = 12.89 degrees
- Altitude above sea level = 2168.0 meters
- Local Sidereal Time (LST) = 106.02 degrees

Calculate the Cartesian components of the position vector $\vec{R}_{site}$ in an Earth-centered inertial frame after substitution.","$\vec{R}_{site} = -1716.32\,\hat{i} + 5977.76\,\hat{j} + 1423.81\,\hat{k} \; 	ext{km}$"
0.455,"Given satellite parameters as observed by a radar tracking station:

- ρ = 10496.6 km
- Az = 3.7°
- El = 49.1°

How do you calculate the ρ_S component of the satellite's position vector? Provide your answer in kilometers (km) as a standard numeric expression.",-6852.68 km
0.455,"A radar tracking station observes a satellite with the following parameters:

- Slant range (ρ) = 12260.1 km
- Azimuth (Az) = 359.5°
- Elevation (El) = 32.6°

Calculate the eastward component (ρ_E) of the satellite's position vector. Provide your answer in kilometers (km).",ρ_E = -90.50 km
0.455,"A radar tracking station observes a satellite with the following parameters:

- Slant range, ρ = 8138.6 km
- Azimuth, Az = 270.6°
- Elevation, El = 65.4°

Using these values, calculate the vertical (Z) component of the satellite's position vector, denoted as ρ_Z. Provide your answer in kilometers (km).",7399.25 km
0.455,"A radar tracking station observes a satellite with the following parameters:

- Range, $\rho$ = 8439.84 km
- Azimuth, $Az$ = 172.68°
- Elevation, $El$ = 50.24°

Determine the South-East-Zenith (SEZ) components of the satellite's position vector.","The SEZ position vector of the satellite is:

\[
\vec{\rho}_{SEZ} = 5353.41\,\hat{S} + 687.50\,\hat{E} + 6488.40\,\hat{Z} \; (\text{km})
\]"
0.455,"A radar tracking station observes a satellite with the following parameters:

- Slant range, ρ = 15898.3 km
- Azimuth, Az = 28.0°
- Elevation, El = 21.7°
- Station latitude, L = 15.3°
- Local Sidereal Time, LST = 45.6°

What is the transformation matrix used to convert the satellite position vector from the topocentric SEZ coordinate frame to the Earth-centered inertial IJK frame?",$$\begin{bmatrix}0.1839 & -0.7150 & 0.6745 \ 0.1881 & 0.6992 & 0.6898 \ -0.9648 & 0.0000 & 0.2631\end{bmatrix}$$
0.455,"Given the following satellite observation parameters recorded by a radar station:

- Slant range, ρ = 8261.5 km
- Azimuth, Az = 33.9°
- Elevation, El = 18.1°
- Station latitude, L = -2.6°
- Local Sidereal Time, LST = 322.2°

Explain how to apply the SEZ-to-IJK transformation matrix and compute the resulting IJK position vector.","The resulting IJK position vector is:

\[
\vec{\rho}_{IJK} = \begin{bmatrix} 4945.64 \\ 1708.96 \\ 6393.18 \end{bmatrix} \text{ km}
\]"
0.455,"A radar tracking station observes a satellite with the following parameters:

- Range, ρ = 7535.32 km
- Azimuth, Az = 190.22°
- Elevation, El = 12.18°

The SEZ-to-IJK transformation is defined by the following rotation matrix:

[[-0.33433 -0.86013  0.38522]
 [-0.90463  0.40752  0.12479]
 [-0.26432 -0.30676 -0.91435]]

Determine the resulting IJK position vector after applying the transformation to the SEZ vector.","\( \vec{\rho}_{IJK} = -686.46\,\hat{i} + -6891.58\,\hat{j} + -2969.15\,\hat{k} \) km"
0.525,"An Earth-based radar tracking station observes a satellite and determines the following:

• The position vector of the tracking site in the IJK (Earth-centered inertial) frame is:
  \( \vec{R}_{site} = -6557.87\,\hat{i} +5883.87\,\hat{j} +3172.93\,\hat{k} \) km

• The line-of-sight vector from the site to the satellite, expressed in the IJK frame, is:
  \( \vec{\rho}_{IJK} = 3807.94\,\hat{i} -182.23\,\hat{j} +4143.31\,\hat{k} \) km

Determine the final position vector of the satellite in the IJK coordinate frame.","\( \vec{R} = -2749.93\,\hat{i} +5701.64\,\hat{j} +7316.24\,\hat{k} \) km"
0.525,"A satellite is in a circular orbit with an orbital period of 3.24 hours. The satellite starts with an initial argument of latitude of 189.8°. 

If the satellite travels for 10.72 hours, what is the final argument of latitude, $u_f$? 

Provide your answer in degrees.",$u_f = 300.45^\circ$
0.455,"A spacecraft is initially in a circular Earth orbit with a radius of 6883.0 km. It is planned to initiate a Hohmann transfer to another orbit.

What is the initial circular orbit velocity required at this radius?
Provide your answer in kilometers per second (km/s).",The initial circular orbit velocity is 7.610 km/s.
0.455,"A spacecraft is initially in a circular Earth orbit with a radius of 6766 km. It needs to transfer to another circular orbit with a radius of 6663 km using a Hohmann transfer.

How do you determine the semi-major axis of the transfer orbit? Provide your answer in kilometers (km).",The semi-major axis of the transfer orbit is 6714.5 km.
0.455,"A satellite is initially in a circular Earth orbit with a radius of 7412.1 km. It needs to transfer to another circular orbit with a radius of 6690.6 km using a Hohmann transfer maneuver.

How do you determine the specific mechanical energy of the transfer orbit? Compute the specific mechanical energy in units of km²/s².",The specific mechanical energy of the transfer orbit is -28.264 km²/s².
0.455,"A satellite is initially in a circular orbit with a radius of 7088 km around Earth. It needs to transfer to a lower circular orbit with a radius of 6819 km using a Hohmann transfer maneuver.

What is the transfer orbit velocity at the point of departure from the initial orbit (Vₜ₁)?
Provide your answer in kilometers per second (km/s).",Vₜ₁ = 7.426 km/s
0.525,"A spacecraft is initially in a circular Earth orbit with a radius of 7013 km. It must transfer to a smaller circular orbit with a radius of 6723 km using a Hohmann transfer.

How do you determine the first burn (ΔV₁) required for this maneuver? Provide your answer in kilometers per second (km/s).",ΔV₁ ≈ 0.080 km/s
0.525,"A satellite is initially in a circular Earth orbit with a radius of 7551 km. Due to a mission change, it must transfer to a lower circular orbit with a radius of 7067 km using a Hohmann transfer.

What is the final orbit velocity (V₂) in the target orbit? Provide your answer in kilometers per second (km/s).",V₂ = 7.510 km/s
0.525,"A spacecraft is initially in a higher circular orbit with a radius of 7131 km. It must transfer to a lower circular orbit with a radius of 6829 km using a Hohmann transfer.

Given the Earth's gravitational parameter μ = 398600.5 km³/s², determine the transfer orbit velocity at final orbit entry (Vₜ₂).

Provide your answer in kilometers per second (km/s).",Vₜ₂ = 7.722 km/s
0.525,"A spacecraft is initially in a higher circular Earth orbit with a radius of 6834.1 km. It must transfer to a lower circular orbit with a radius of 6570.8 km using a Hohmann transfer.

How do you determine the second burn (ΔV₂) required at the final orbit insertion? Provide your answer in kilometers per second (km/s).",ΔV₂ = 0.076 km/s
0.525,"A satellite is initially in a circular orbit with a radius of 7310 km around the Earth. It needs to transfer to another circular orbit with a radius of 6574 km using a Hohmann transfer.

Assume the Earth's standard gravitational parameter is μ = 398600 km³/s².

What is the total ΔV required for the transfer? Provide your answer in kilometers per second (km/s).",0.402 km/s
0.525,"A spacecraft is initially in a circular Earth orbit with a radius of 6957 km. It must transfer to a smaller circular orbit with a radius of 6738 km using a Hohmann transfer.

Assuming Earth's gravitational parameter is μ = 398600.5 km³/s², determine the time of flight for the Hohmann transfer. Provide your answer in hours.",The time of flight for the Hohmann transfer is **0.7833 hours**.
0.455,"A satellite is initially in an elliptical orbit with a semi-major axis a₁ = 8976 km and eccentricity e₁ = 0.28. It is planned to transfer the satellite to a new elliptical orbit with a₂ = 21045 km and eccentricity e₂ = 0.38.

Determine:
1) The radius of perigee of the initial orbit.
2) The radius of apogee of the final orbit.

Provide the value of the initial orbit perigee radius.","Radius of perigee of the initial orbit: 6448.41 km
Radius of apogee of the final orbit: 29019.35 km"
0.455,"A satellite is initially in an elliptical orbit with a semi-major axis of 8067 km and an eccentricity of 0.20. It must be transferred to another elliptical orbit with a semi-major axis of 21479 km and an eccentricity of 0.48.

Assuming a Hohmann-like transfer that starts at the periapsis of the initial orbit and ends at the apoapsis of the target orbit, determine the semi-major axis of the transfer orbit.",The semi-major axis of the transfer orbit is 19113.44 km.
0.455,"A satellite is in an elliptical Earth orbit with the following parameters:

- Semi-major axis, a = 28759.3 km
- Eccentricity, e = 0.49

Assuming the standard gravitational parameter of Earth is μ = 398600 km³/s²,

calculate the **specific mechanical energy** of the orbit.

Provide your answer as a numerical value with units of km²/s².",-6.93 km²/s²
0.525,"A satellite is in an elliptical Earth orbit with a semi-major axis a = 12624 km and an eccentricity e = 0.27.

What is the velocity of the satellite at perigee?
Provide your answer as a numerical value with units of km/s.",7.40 km/s
0.525,"A satellite is initially in an elliptical orbit with a semi-major axis of a₁ = 10753.0 km and an eccentricity e₁ = 0.21. The satellite is to be transferred to another elliptical orbit with a semi-major axis of a₂ = 22617.7 km and an eccentricity e₂ = 0.35.

Assume a Hohmann-type transfer orbit whose semi-major axis is the average of the initial and final semi-major axes. Using Earth's gravitational parameter, compute the specific mechanical energy of the transfer orbit.

Provide your answer in units of km²/s².",-11.945 km²/s²
0.455,"A spacecraft is placed into a transfer orbit around Earth. The transfer orbit has a semi-major axis of 26268 km and an eccentricity of 0.11. 

Assuming Earth's gravitational parameter is μ = 398600 km³/s², determine the velocity of the spacecraft at the periapsis (transfer point) of the transfer orbit.

Provide your answer as a decimal number followed by the unit km/s.",4.344 km/s
0.525,"A satellite is initially in an elliptical orbit with a semi-major axis of 11376 km and an eccentricity of 0.14. It must be transferred to a new elliptical orbit with a semi-major axis of 21079 km and an eccentricity of 0.18.

Assuming the first burn is performed at the periapsis of the initial orbit and that this periapsis radius is the same point where the spacecraft joins the target orbit, calculate the required velocity change for the first maneuver.

Provide your answer in kilometers per second (km/s).",1.0993 km/s
0.35,"A satellite is initially in an elliptical orbit with a semi-major axis a₁ = 11565 km and an eccentricity e₁ = 0.13. It is transferred to a new elliptical orbit with a semi-major axis a₂ = 23980 km and an eccentricity e₂ = 0.52.

What is the specific mechanical energy of the final orbit? Provide your answer in units of km²/s².",-8.31 km²/s²
0.525,"A satellite is placed into a final elliptical Earth orbit with a semi-major axis of 12921 km and an eccentricity of 0.31.

Determine the velocity of the satellite at the apogee of this final orbit. Provide your answer in kilometers per second (km/s).",4.04 km/s
0.35,"A satellite is placed into an elliptical orbit around Earth with the following parameters:

- Standard gravitational parameter: μ = 398600 km³/s²
- Semi-major axis: a = 25064.2 km
- Eccentricity: e = 0.41

Determine the orbital velocity of the satellite at the apogee of this orbit.
Provide your answer in kilometers per second (km/s).",2.566 km/s
0.525,"A satellite is initially in an elliptical orbit with a semi-major axis a₁ = 7351 km and an eccentricity e₁ = 0.13. It is to be transferred to a new elliptical orbit with a semi-major axis a₂ = 12063 km and an eccentricity e₂ = 0.22.

Assuming the second maneuver occurs at the apogee of the target orbit, calculate the velocity change (ΔV₂) required for the second burn. Give your answer in kilometers per second (km/s).",0.55653 km/s
0.525,"A satellite is initially in a circular Earth orbit with a radius of 11438 km measured from the center of the Earth. It is required to transfer the satellite to another circular orbit with a radius of 20416 km using a Hohmann transfer.

Assuming Earth's gravitational parameter is μ = 398600 km³/s², determine the total ΔV required for the transfer.

Provide the answer in kilometers per second (km/s).",1.4545 km/s
0.455,"A satellite is initially in an elliptical orbit with a semi-major axis of 9846 km and an eccentricity of 0.04. It must be transferred to another elliptical orbit with a semi-major axis of 16835 km and an eccentricity of 0.39.

Assuming a Hohmann transfer between the two orbits and using Earth's gravitational parameter, determine the time of flight required for the transfer.

Provide your answer in hours.",The required time of flight for the transfer is approximately 2.13 hours.
0.595,"A satellite in a circular orbit has an orbital speed of 8.26 km/s. It needs to maneuver from an orbit with an inclination of 40.6° to an orbit with an inclination of 108.3°.

How much ΔV is required to perform this orbital inclination change? Provide your answer in kilometers per second (km/s).",ΔV ≈ 9.20 km/s
0.455,"A satellite is in a circular orbit around the Earth with a radius of 11270 km, measured from the center of the Earth.

Assuming the Earth's standard gravitational parameter is 398600.5 km³/s², what is the velocity of the satellite in this circular orbit?

Provide your answer in kilometers per second (km/s).",The satellite's orbital velocity is 5.947 km/s.
0.525,"A satellite is initially in a circular orbit with a radius of 7149 km and an inclination of 9.2°. It must be transferred to a circular orbit with a radius of 32217 km and an inclination of 3.7°. 

Assuming a Hohmann transfer orbit is used for the change in orbital radius, determine the semi-major axis of the transfer orbit. Provide your answer in kilometers.",The semi-major axis of the transfer orbit is 19683.4 km.
0.455,"A satellite is initially in a circular Earth orbit with a radius of 7880 km and an inclination of 32.6°. It is required to transfer the satellite to a circular orbit with a radius of 44281 km and an inclination of 10.0°. Assume the transfer is performed using a Hohmann transfer orbit.

What is the specific mechanical energy of the transfer orbit? Express your answer in units of km²/s².",The specific mechanical energy of the transfer orbit is -7.6417 km²/s².
0.525,"A satellite is initially in a circular orbit with a radius of 6773 km and an inclination of 10.2°. It needs to be transferred to a circular orbit with a radius of 41609 km and an inclination of 12.4°.

Assuming the transfer between the two circular orbits is performed using an elliptical transfer orbit, determine the velocity of the satellite at its initial entrance to the transfer orbit.

Provide your answer in kilometers per second (km/s).",The velocity of the satellite at the initial entrance to the transfer orbit is 10.061 km/s.
0.525,"A satellite is initially in a circular Earth orbit with a radius of 6819 km and an inclination of 24.9°. It is to be transferred to a circular orbit with a radius of 36249 km and zero inclination using a Hohmann transfer.

Assuming Earth's gravitational parameter is μ = 398600 km³/s² and neglecting the inclination change for this step, what is the required velocity change (ΔV) for the first burn of the Hohmann transfer?

Provide your answer in kilometers per second (km/s).",ΔV₁ = 2.274 km/s
0.455,"A satellite is initially in a circular orbit with a radius of 6888 km and an inclination of 0.4°. It must be transferred to a circular orbit with a radius of 42729 km and an inclination of 0.0°. Assume Earth’s gravitational parameter is μ = 398600.5 km³/s².

What are the velocities at the final circular orbit and at the end of the transfer orbit? Provide the velocity at the end of the transfer orbit in km/s.","Velocity at final circular orbit: 3.0543 km/s
Velocity at the end of the transfer orbit: 1.6093 km/s"
0.455,"A satellite is initially in a circular orbit with a radius of 7539 km and an inclination of 12.3°. It needs to be transferred to a circular orbit with a radius of 37937 km and an inclination of 1.6°.

What is the required angle of inclination change? Provide your answer in degrees.",10.7°
0.525,"A satellite must perform a combined orbital maneuver that includes both a change in speed and a change in orbital plane.

The satellite's initial orbital velocity is 2.2125 km/s, and the final required orbital velocity is 3.3640 km/s. The inclination change required is 30.7°.

Assuming the maneuver is performed as a single combined burn, what is the total ΔV required? Express your answer in kilometers per second (km/s).",1.8457 km/s
0.595,"A satellite is initially in a circular orbit with a radius of 7579 km and an inclination of 38.6°. It must be transferred to a circular orbit with a radius of 41589 km and an inclination of 5.0°.

Assuming a Hohmann transfer and that the inclination change is performed simultaneously with circularization at the final orbit, determine the total velocity change (ΔV) required.

Give your answer in km/s.",Total required ΔV ≈ 4.098 km/s
0.455,"An object is initially moving in a circular orbit with a radius of 9537 km. It must be transferred to another circular orbit with a radius of 384254 km.

Mission analysis shows that the most fuel-efficient maneuver is a bi-elliptical transfer, where the first transfer orbit reaches an apogee distance of 903310 km from the central body.

Determine the semi-major axis of the first transfer orbit in this bi-elliptical transfer. Express your answer in kilometers.",The semi-major axis of the first transfer orbit is 456423.3 km.
0.455,"An object in a circular orbit with a radius of 11409 km needs to be transferred to another circular orbit with a radius of 143143 km. After analysis, it is determined that the most fuel-efficient maneuver is a bi-elliptic transfer with an intermediate transfer apoapsis radius of 536623 km.

What is the specific mechanical energy of the *first transfer orbit*? Provide your answer in units of km²/s².",-0.7273 km²/s²
0.455,"An object is initially traveling in a circular orbit with a radius of 11746 km around a central body. The object must be transferred to another circular orbit with a radius of 165145 km. After analysis, engineers determine that the most fuel-efficient maneuver for this case is a bi-elliptical transfer with a transfer apogee radius of 602884 km.

What is the velocity of the object in its initial circular orbit? Express your answer in kilometers per second (km/s).",5.83 km/s
0.525,"An object is initially in a circular orbit with a radius of 7377 km around Earth. It needs to be transferred to a circular orbit with a radius of 249605 km.

Mission analysis shows that the most fuel-efficient maneuver is a bi-elliptic transfer with an intermediate transfer apogee located at 700799 km from Earth's center.

Assuming Earth's gravitational parameter is μ = 398600.5 km³/s², determine the initial velocity of the first transfer orbit.

Provide your answer in kilometers per second (km/s).",The initial velocity of the transfer orbit is 10.34 km/s.
0.525,"An object is initially in a circular orbit with a radius of 7163 km. It must be transferred to a larger circular orbit with a radius of 225943 km. Engineers determine that the most fuel-efficient maneuver is a bi-elliptical transfer with an intermediate transfer apoapsis radius of 909997 km.

Assuming a standard gravitational parameter μ = 398600 km³/s², what is the required velocity change (ΔV) for the *first burn* of the transfer?

Provide your answer in kilometers per second (km/s).",3.05 km/s
